"gene_id","pval","a","fdr"
"ENSG00000188157.14_4",3.55340215784059e-11,0.499933893038648,1.88259246322394e-07
"ENSG00000034152.18_3",6.60154963725127e-10,0.499933893038648,1.74875049890786e-06
"ENSG00000162591.15_2",6.23780068550068e-08,0.499933893038648,0.000110159560105942
"ENSG00000130158.13_2",3.18881464728245e-07,0.499933893038648,0.000422358500032561
"ENSG00000107551.20_3",5.53608930597337e-07,0.499933893038648,0.000547383325671922
"ENSG00000167972.13_4",6.19913166106367e-07,0.499933893038648,0.000547383325671922
"ENSG00000025770.18_3",1.80352418065369e-06,0.499933893038648,0.00132387215229888
"ENSG00000266962.2_4",2.24856671280113e-06,0.499933893038648,0.00132387215229888
"ENSG00000176248.8_2",2.24893344105133e-06,0.469178523420444,0.00132387215229888
"ENSG00000125746.16_5",3.41494612717798e-06,0.499933893038648,0.00169605365328524
"ENSG00000122705.16_3",4.1760190996212e-06,0.499933893038648,0.00169605365328524
"ENSG00000141867.17_5",4.27440819857354e-06,0.499933893038648,0.00169605365328524
"ENSG00000133627.17_2",4.46376654146531e-06,0.499933893038648,0.00169605365328524
"ENSG00000115266.11_3",4.58029954972554e-06,0.499933893038648,0.00169605365328524
"ENSG00000165804.15_3",4.80196391077362e-06,0.499933893038648,0.00169605365328524
"ENSG00000131584.18_2",8.69059298076615e-06,0.499933893038648,0.0026664725926613
"ENSG00000116774.11_2",8.9114470744365e-06,0.499933893038648,0.0026664725926613
"ENSG00000237517.9_4",9.48067402412042e-06,0.499933893038648,0.0026664725926613
"ENSG00000090372.14_2",9.56266124208469e-06,0.499933893038648,0.0026664725926613
"ENSG00000130640.13_4",1.56428471982942e-05,0.499933893038648,0.00414379022282813
"ENSG00000129946.10_2",1.76544230381564e-05,0.499933893038648,0.0042158001202395
"ENSG00000127663.14_4",1.8234478465155e-05,0.499933893038648,0.0042158001202395
"ENSG00000126254.11_3",1.83018880267098e-05,0.499933893038648,0.0042158001202395
"ENSG00000072071.16_3",2.39624404921028e-05,0.499933893038648,0.00528970873863169
"ENSG00000158106.13_3",2.65921257121841e-05,0.499933893038648,0.00563540328092606
"ENSG00000165238.16_4",2.83708920400937e-05,0.499933893038648,0.00578111484724679
"ENSG00000183020.13_4",3.1064484424086e-05,0.499933893038648,0.00609554216588177
"ENSG00000143093.14_3",3.44849517233051e-05,0.499933893038648,0.00647050986374828
"ENSG00000185189.17_3",3.54180419117969e-05,0.499933893038648,0.00647050986374828
"ENSG00000072310.16_3",3.92609546819743e-05,0.499933893038648,0.00693348459683666
"ENSG00000178209.14_5",4.1287304351648e-05,0.435582085753346,0.00705613349854939
"ENSG00000165716.10_3",4.27353730806378e-05,0.462352490750625,0.0070753752056631
"ENSG00000168056.15_4",4.69874072790682e-05,0.499933893038648,0.00718897371043445
"ENSG00000137802.13_4",4.74302078786384e-05,0.499933893038648,0.00718897371043445
"ENSG00000087460.24_4",4.82357933087736e-05,0.499933893038648,0.00718897371043445
"ENSG00000086758.15_4",4.88491984853983e-05,0.499933893038648,0.00718897371043445
"ENSG00000160957.12_3",5.31851631706412e-05,0.434818727615379,0.00749750410376444
"ENSG00000272031.2_3",5.3775982624207e-05,0.499933893038648,0.00749750410376444
"ENSG00000161681.15_3",5.58475465055162e-05,0.499933893038648,0.00758667439451859
"ENSG00000105559.11_3",6.33771541906849e-05,0.499933893038648,0.00839430407255621
"ENSG00000108679.12_3",6.74790512171285e-05,0.499933893038648,0.008719610081667
"ENSG00000123143.12_4",7.12703379868068e-05,0.499933893038648,0.00899024406319291
"ENSG00000185236.11_2",7.61741406114583e-05,0.499933893038648,0.00938536271998852
"ENSG00000156113.22_5",7.90516798712244e-05,0.499933893038648,0.00951854090813061
"ENSG00000166886.12_4",8.57264340962404e-05,0.499933893038648,0.00995685460233646
"ENSG00000197457.9_3",8.64506062113018e-05,0.499933893038648,0.00995685460233646
"ENSG00000258947.6_4",9.0632508077928e-05,0.499933893038648,0.0102164048467418
"ENSG00000126464.13_2",9.5801179985973e-05,0.499933893038648,0.0104024092973513
"ENSG00000049769.12_3",9.71335620341398e-05,0.499933893038648,0.0104024092973513
"ENSG00000092051.16_3",9.93977389620393e-05,0.499933893038648,0.0104024092973513
"ENSG00000165949.12_4",0.000100136442839735,0.499933893038648,0.0104024092973513
"ENSG00000127445.13_3",0.00010498889660643,0.499933893038648,0.0106967533504013
"ENSG00000065268.10_3",0.000115233924420109,-0.397459438783067,0.0113934465606473
"ENSG00000254501.1_4",0.000118602370409138,0.499933893038648,0.0113934465606473
"ENSG00000108786.10_3",0.000120725186788407,0.499933893038648,0.0113934465606473
"ENSG00000250644.3_5",0.000120843567481347,0.499933893038648,0.0113934465606473
"ENSG00000142002.17_3",0.000122579549633238,0.499933893038648,0.0113934465606473
"ENSG00000131188.11_2",0.000131694654184244,0.499933893038648,0.0118220424534779
"ENSG00000245768.6_5",0.00013269905854798,0.499933893038648,0.0118220424534779
"ENSG00000106538.9_2",0.000133884965498052,0.499933893038648,0.0118220424534779
"ENSG00000116260.16_2",0.000138232821084972,0.499933893038648,0.012005860428003
"ENSG00000160326.13_3",0.000145971920245357,0.499933893038648,0.0124735360235468
"ENSG00000167114.12_3",0.000174360264351955,0.499933893038648,0.014448430325423
"ENSG00000171680.21_3",0.000175764423602483,0.499933893038648,0.014448430325423
"ENSG00000109472.13_2",0.00017726462271659,0.499933893038648,0.014448430325423
"ENSG00000105409.17_4",0.000188875704862864,0.499933893038648,0.0149352758860217
"ENSG00000285505.1_1",0.000188875704862864,0.499933893038648,0.0149352758860217
"ENSG00000277586.2_3",0.000195902745305079,0.454090704033756,0.0152631285974457
"ENSG00000160972.9_3",0.000210879432202256,0.499933893038648,0.0161918729247471
"ENSG00000105122.12_5",0.000235725062017801,0.499933893038648,0.0178410196938615
"ENSG00000120645.11_2",0.000248179786126534,0.453597180984734,0.0185191057309631
"ENSG00000160460.15_4",0.00026413748505982,0.457464316083741,0.0194361166089851
"ENSG00000123989.13_2",0.00027499999527391,-0.499933893038648,0.019863417359534
"ENSG00000099308.10_4",0.000281038323848988,0.499933893038648,0.019863417359534
"ENSG00000125505.16_4",0.000282316106445791,0.499933893038648,0.019863417359534
"ENSG00000089351.14_4",0.000284941434376101,0.499933893038648,0.019863417359534
"ENSG00000242802.6_2",0.000302124824353405,0.499933893038648,0.0207877573951213
"ENSG00000063245.14_4",0.000311161846668259,0.499933893038648,0.0210323501540147
"ENSG00000089280.18_2",0.00031361941528259,0.499933893038648,0.0210323501540147
"ENSG00000133878.8_3",0.000318220083403733,0.499933893038648,0.0210741250234122
"ENSG00000159461.14_4",0.000332535632243415,0.499933893038648,0.0217502935756249
"ENSG00000182871.14_3",0.000363283594285009,-0.380531452573794,0.0232254976436682
"ENSG00000147133.15_2",0.000363857362103523,0.499933893038648,0.0232254976436682
"ENSG00000212864.3_2",0.000377833821267763,0.499933893038648,0.0238305188699596
"ENSG00000065054.13_3",0.000384378463759917,0.499933893038648,0.0239580835411769
"ENSG00000120265.16_4",0.000392818575375941,0.499933893038648,0.0241994513062992
"ENSG00000128596.16_4",0.000408605516753108,0.499933893038648,0.0244281288407324
"ENSG00000063244.12_3",0.000411931415554963,0.499933893038648,0.0244281288407324
"ENSG00000100429.17_3",0.000413080295387426,0.499933893038648,0.0244281288407324
"ENSG00000229809.8_2",0.000414973876116632,0.499933893038648,0.0244281288407324
"ENSG00000142684.8_3",0.000426755433109261,0.499933893038648,0.024575546571879
"ENSG00000236782.6_4",0.000426755433109261,0.499933893038648,0.024575546571879
